,Region,Facility_ID
1586,Hlavní město Praha,18288
1587,Hlavní město Praha,18305
1588,Hlavní město Praha,18416
1589,Hlavní město Praha,18420
1590,Hlavní město Praha,18445
1591,Hlavní město Praha,18446
1592,Hlavní město Praha,18461
1593,Hlavní město Praha,18463
1594,Hlavní město Praha,18470
1595,Hlavní město Praha,18999
1596,Hlavní město Praha,19116
1597,Hlavní město Praha,19152
1598,Hlavní město Praha,19156
1599,Hlavní město Praha,19170
1600,Hlavní město Praha,19174
1601,Hlavní město Praha,19319
1602,Hlavní město Praha,19321
1603,Hlavní město Praha,19397
1604,Hlavní město Praha,19411
1605,Hlavní město Praha,19442
1606,Hlavní město Praha,19443
1607,Hlavní město Praha,19458
1608,Hlavní město Praha,19467
1609,Hlavní město Praha,19507
1610,Hlavní město Praha,19540
1611,Hlavní město Praha,19633
1612,Hlavní město Praha,19674
1613,Hlavní město Praha,19778
1614,Hlavní město Praha,19780
1615,Hlavní město Praha,19785
1616,Hlavní město Praha,19790
1617,Hlavní město Praha,19976
1618,Hlavní město Praha,20054
1619,Hlavní město Praha,20209
1620,Hlavní město Praha,20341
1621,Hlavní město Praha,20362
1622,Hlavní město Praha,20379
1623,Hlavní město Praha,20391
1624,Hlavní město Praha,20392
1625,Hlavní město Praha,20400
1626,Hlavní město Praha,20401
1627,Hlavní město Praha,20412
1628,Hlavní město Praha,20538
1629,Hlavní město Praha,20560
1630,Hlavní město Praha,20574
1631,Hlavní město Praha,20579
1632,Hlavní město Praha,20587
1633,Hlavní město Praha,20595
1634,Hlavní město Praha,20634
1635,Hlavní město Praha,20649
1636,Hlavní město Praha,20656
1637,Hlavní město Praha,20657
1638,Hlavní město Praha,20675
1639,Hlavní město Praha,20676
1640,Hlavní město Praha,20837
1641,Hlavní město Praha,20838
1642,Hlavní město Praha,21619
1643,Hlavní město Praha,21887
1644,Hlavní město Praha,22027
1645,Hlavní město Praha,22080
1646,Hlavní město Praha,22174
1647,Hlavní město Praha,22193
1648,Hlavní město Praha,22296
1649,Hlavní město Praha,22492
1650,Hlavní město Praha,22604
1651,Hlavní město Praha,22646
1652,Hlavní město Praha,22845
1653,Hlavní město Praha,22919
1654,Hlavní město Praha,22934
1655,Hlavní město Praha,23147
1656,Hlavní město Praha,23162
1657,Hlavní město Praha,23163
1658,Hlavní město Praha,23317
1659,Hlavní město Praha,23471
1660,Hlavní město Praha,23638
1661,Hlavní město Praha,23664
1662,Hlavní město Praha,23792
1663,Hlavní město Praha,23793
1664,Hlavní město Praha,23848
1665,Hlavní město Praha,23943
1666,Hlavní město Praha,23948
1667,Hlavní město Praha,23992
1668,Hlavní město Praha,24133
1669,Hlavní město Praha,24138
1670,Hlavní město Praha,24163
1671,Hlavní město Praha,24303
1672,Hlavní město Praha,24327
1673,Hlavní město Praha,24351
1674,Hlavní město Praha,24356
1675,Hlavní město Praha,24385
1676,Hlavní město Praha,24390
1677,Hlavní město Praha,24392
1678,Hlavní město Praha,24394
1679,Hlavní město Praha,24493
1680,Hlavní město Praha,24524
1681,Hlavní město Praha,24525
1682,Hlavní město Praha,24825
1683,Hlavní město Praha,24925
1684,Hlavní město Praha,24942
1685,Hlavní město Praha,25136
1686,Hlavní město Praha,25235
1687,Hlavní město Praha,25259
1688,Hlavní město Praha,25284
1689,Hlavní město Praha,25336
1690,Hlavní město Praha,25405
1691,Hlavní město Praha,25410
1692,Hlavní město Praha,25411
1693,Hlavní město Praha,25414
1694,Hlavní město Praha,25633
1695,Hlavní město Praha,25640
1696,Hlavní město Praha,25641
1697,Hlavní město Praha,26192
1698,Hlavní město Praha,26228
1699,Hlavní město Praha,26229
1700,Hlavní město Praha,26257
1701,Hlavní město Praha,26296
1702,Hlavní město Praha,26305
1703,Hlavní město Praha,26358
1704,Hlavní město Praha,26382
1705,Hlavní město Praha,26383
1706,Hlavní město Praha,26420
1707,Hlavní město Praha,26424
1708,Hlavní město Praha,26587
1709,Hlavní město Praha,26588
1710,Hlavní město Praha,26589
1711,Hlavní město Praha,26601
1712,Hlavní město Praha,26608
1713,Hlavní město Praha,26609
1714,Hlavní město Praha,26611
1715,Hlavní město Praha,26617
1716,Hlavní město Praha,26717
1717,Hlavní město Praha,26951
1718,Hlavní město Praha,27063
1719,Hlavní město Praha,27064
1720,Hlavní město Praha,27070
1721,Hlavní město Praha,27189
1722,Hlavní město Praha,27198
1723,Hlavní město Praha,27514
1724,Hlavní město Praha,27520
1725,Hlavní město Praha,27555
1726,Hlavní město Praha,27593
1727,Hlavní město Praha,27607
1728,Hlavní město Praha,27640
1729,Hlavní město Praha,27754
1730,Hlavní město Praha,27798
1731,Hlavní město Praha,27799
1732,Hlavní město Praha,27903
1733,Hlavní město Praha,27905
1734,Hlavní město Praha,27978
1735,Hlavní město Praha,28226
1736,Hlavní město Praha,28228
1737,Hlavní město Praha,28237
1738,Hlavní město Praha,28263
1739,Hlavní město Praha,28266
1740,Hlavní město Praha,28272
1741,Hlavní město Praha,28278
1742,Hlavní město Praha,28279
1743,Hlavní město Praha,28282
1744,Hlavní město Praha,28352
1745,Hlavní město Praha,28643
1746,Hlavní město Praha,28678
1747,Hlavní město Praha,28729
1748,Hlavní město Praha,28862
1749,Hlavní město Praha,29039
1750,Hlavní město Praha,29090
1751,Hlavní město Praha,29204
1752,Hlavní město Praha,29206
1753,Hlavní město Praha,29304
1754,Hlavní město Praha,29305
1755,Hlavní město Praha,29311
1756,Hlavní město Praha,29416
1757,Hlavní město Praha,29417
1758,Hlavní město Praha,29468
1759,Hlavní město Praha,29478
1760,Hlavní město Praha,29525
1761,Hlavní město Praha,29590
1762,Hlavní město Praha,29698
1763,Hlavní město Praha,29825
1764,Hlavní město Praha,30154
1765,Hlavní město Praha,30366
1766,Hlavní město Praha,30471
1767,Hlavní město Praha,30472
1768,Hlavní město Praha,30512
1769,Hlavní město Praha,30561
1770,Hlavní město Praha,30578
1771,Hlavní město Praha,30601
1772,Hlavní město Praha,30603
1773,Hlavní město Praha,30607
1774,Hlavní město Praha,30610
1775,Hlavní město Praha,30683
1776,Hlavní město Praha,30706
1777,Hlavní město Praha,30781
1778,Hlavní město Praha,30809
1779,Hlavní město Praha,30818
1780,Hlavní město Praha,30836
1781,Hlavní město Praha,30837
1782,Hlavní město Praha,30853
1783,Hlavní město Praha,30855
1784,Hlavní město Praha,30870
1785,Hlavní město Praha,30876
1786,Hlavní město Praha,30877
1787,Hlavní město Praha,30878
1788,Hlavní město Praha,30949
1789,Hlavní město Praha,30953
1790,Hlavní město Praha,31061
1791,Hlavní město Praha,31447
1792,Hlavní město Praha,31620
1793,Hlavní město Praha,31621
1794,Hlavní město Praha,31629
1795,Hlavní město Praha,31639
1796,Hlavní město Praha,31678
1797,Hlavní město Praha,31793
1798,Hlavní město Praha,31794
1799,Hlavní město Praha,31982
1800,Hlavní město Praha,31987
1801,Hlavní město Praha,31988
1802,Hlavní město Praha,32005
1803,Hlavní město Praha,32262
1804,Hlavní město Praha,32325
1805,Hlavní město Praha,32454
1806,Hlavní město Praha,32527
1807,Hlavní město Praha,32870
1808,Hlavní město Praha,32872
1809,Hlavní město Praha,32876
1810,Hlavní město Praha,32882
1811,Hlavní město Praha,32897
1812,Hlavní město Praha,32901
1813,Hlavní město Praha,32902
1814,Hlavní město Praha,32960
1815,Hlavní město Praha,32968
1816,Hlavní město Praha,33102
1817,Hlavní město Praha,33113
1818,Hlavní město Praha,33115
1819,Hlavní město Praha,33116
1820,Hlavní město Praha,33117
1821,Hlavní město Praha,33130
1822,Hlavní město Praha,33242
1823,Hlavní město Praha,33260
1824,Hlavní město Praha,33332
1825,Hlavní město Praha,33348
1826,Hlavní město Praha,33352
1827,Hlavní město Praha,33460
1828,Hlavní město Praha,33461
1829,Hlavní město Praha,33509
1830,Hlavní město Praha,33612
1831,Hlavní město Praha,33613
1832,Hlavní město Praha,33650
1833,Hlavní město Praha,33873
1834,Hlavní město Praha,33883
1835,Hlavní město Praha,33905
1836,Hlavní město Praha,34084
1837,Hlavní město Praha,34102
1838,Hlavní město Praha,34103
1839,Hlavní město Praha,34267
1840,Hlavní město Praha,34273
1841,Hlavní město Praha,34632
1842,Hlavní město Praha,34633
1843,Hlavní město Praha,34644
1844,Hlavní město Praha,34645
1845,Hlavní město Praha,34646
1846,Hlavní město Praha,34647
1847,Hlavní město Praha,34655
1848,Hlavní město Praha,34657
1849,Hlavní město Praha,34659
1850,Hlavní město Praha,34678
1851,Hlavní město Praha,34693
1852,Hlavní město Praha,34702
1853,Hlavní město Praha,34704
1854,Hlavní město Praha,34892
1855,Hlavní město Praha,35267
1856,Hlavní město Praha,35295
1857,Hlavní město Praha,35297
1858,Hlavní město Praha,35316
1859,Hlavní město Praha,35323
1860,Hlavní město Praha,35378
1861,Hlavní město Praha,35379
1862,Hlavní město Praha,35412
1863,Hlavní město Praha,35459
1864,Hlavní město Praha,35483
1865,Hlavní město Praha,35492
1866,Hlavní město Praha,35493
1867,Hlavní město Praha,35677
1868,Hlavní město Praha,35685
1869,Hlavní město Praha,35692
1870,Hlavní město Praha,35845
1871,Hlavní město Praha,36223
1872,Hlavní město Praha,36292
1873,Hlavní město Praha,36313
1874,Hlavní město Praha,36398
1875,Hlavní město Praha,36413
1876,Hlavní město Praha,36415
1877,Hlavní město Praha,36485
1878,Hlavní město Praha,36486
1879,Hlavní město Praha,36488
1880,Hlavní město Praha,36489
1881,Hlavní město Praha,36523
1882,Hlavní město Praha,36550
1883,Hlavní město Praha,36588
1884,Hlavní město Praha,36723
1885,Hlavní město Praha,36812
1886,Hlavní město Praha,36950
1887,Hlavní město Praha,37008
1888,Hlavní město Praha,37072
1889,Hlavní město Praha,37164
1890,Hlavní město Praha,37333
1891,Hlavní město Praha,37880
1892,Hlavní město Praha,37888
1893,Hlavní město Praha,37889
1894,Hlavní město Praha,38663
1895,Hlavní město Praha,38672
1896,Hlavní město Praha,38726
1897,Hlavní město Praha,38733
1898,Hlavní město Praha,39188
1899,Hlavní město Praha,39191
1900,Hlavní město Praha,39403
1901,Hlavní město Praha,39717
1902,Hlavní město Praha,39722
1903,Hlavní město Praha,39756
1904,Hlavní město Praha,39757
1905,Hlavní město Praha,39758
1906,Hlavní město Praha,39760
1907,Hlavní město Praha,39797
1908,Hlavní město Praha,40140
1909,Hlavní město Praha,40141
1910,Hlavní město Praha,40142
1911,Hlavní město Praha,40262
1912,Hlavní město Praha,40419
1913,Hlavní město Praha,40656
1914,Hlavní město Praha,40660
1915,Hlavní město Praha,41046
1916,Hlavní město Praha,41050
1917,Hlavní město Praha,41061
1918,Hlavní město Praha,41065
1919,Hlavní město Praha,41449
1920,Hlavní město Praha,41977
1921,Hlavní město Praha,42093
1922,Hlavní město Praha,42157
1923,Hlavní město Praha,42291
1924,Hlavní město Praha,42382
1925,Hlavní město Praha,42409
1926,Hlavní město Praha,42410
1927,Hlavní město Praha,42501
1928,Hlavní město Praha,42502
1929,Hlavní město Praha,42510
1930,Hlavní město Praha,42926
1931,Hlavní město Praha,42970
1932,Hlavní město Praha,43000
1933,Hlavní město Praha,43015
1934,Hlavní město Praha,43027
1935,Hlavní město Praha,43241
1936,Hlavní město Praha,43554
1937,Hlavní město Praha,43563
1938,Hlavní město Praha,43573
1939,Hlavní město Praha,43686
1940,Hlavní město Praha,43692
1941,Hlavní město Praha,43694
1942,Hlavní město Praha,43730
1943,Hlavní město Praha,43787
1944,Hlavní město Praha,44661
1945,Hlavní město Praha,44698
1946,Hlavní město Praha,44728
1947,Hlavní město Praha,44811
1948,Hlavní město Praha,44831
1949,Hlavní město Praha,44888
1950,Hlavní město Praha,45019
1951,Hlavní město Praha,45048
1952,Hlavní město Praha,45066
1953,Hlavní město Praha,45091
1954,Hlavní město Praha,45216
1955,Hlavní město Praha,45293
1956,Hlavní město Praha,45339
1957,Hlavní město Praha,45392
1958,Hlavní město Praha,45774
1959,Hlavní město Praha,45776
1960,Hlavní město Praha,45882
1961,Hlavní město Praha,45886
1962,Hlavní město Praha,45902
1963,Hlavní město Praha,45928
1964,Hlavní město Praha,45934
1965,Hlavní město Praha,46010
1966,Hlavní město Praha,46026
1967,Hlavní město Praha,46030
1968,Hlavní město Praha,46031
1969,Hlavní město Praha,46163
1970,Hlavní město Praha,46297
1971,Hlavní město Praha,46336
1972,Hlavní město Praha,46426
1973,Hlavní město Praha,46517
1974,Hlavní město Praha,46579
1975,Hlavní město Praha,46588
1976,Hlavní město Praha,46763
1977,Hlavní město Praha,46765
1978,Hlavní město Praha,46768
1979,Hlavní město Praha,46769
1980,Hlavní město Praha,46776
1981,Hlavní město Praha,46901
1982,Hlavní město Praha,46902
1983,Hlavní město Praha,46905
1984,Hlavní město Praha,46907
1985,Hlavní město Praha,47528
1986,Hlavní město Praha,47542
1987,Hlavní město Praha,47560
1988,Hlavní město Praha,47563
1989,Hlavní město Praha,47628
1990,Hlavní město Praha,47801
1991,Hlavní město Praha,47846
1992,Hlavní město Praha,47855
1993,Hlavní město Praha,47858
1994,Hlavní město Praha,47872
1995,Hlavní město Praha,48036
1996,Hlavní město Praha,48038
1997,Hlavní město Praha,48134
1998,Hlavní město Praha,48136
1999,Hlavní město Praha,48154
2000,Hlavní město Praha,48155
2001,Hlavní město Praha,48161
2002,Hlavní město Praha,48167
2003,Hlavní město Praha,48638
2004,Hlavní město Praha,48798
2005,Hlavní město Praha,48804
2006,Hlavní město Praha,48806
2007,Hlavní město Praha,48807
2008,Hlavní město Praha,48835
2009,Hlavní město Praha,48841
2010,Hlavní město Praha,48852
2011,Hlavní město Praha,49403
2012,Hlavní město Praha,49407
2013,Hlavní město Praha,49414
2014,Hlavní město Praha,49438
2015,Hlavní město Praha,49440
2016,Hlavní město Praha,49457
2017,Hlavní město Praha,49478
2018,Hlavní město Praha,49512
2019,Hlavní město Praha,49520
2020,Hlavní město Praha,49521
2021,Hlavní město Praha,49526
2022,Hlavní město Praha,49529
2023,Hlavní město Praha,49534
2024,Hlavní město Praha,49540
2025,Hlavní město Praha,49542
2026,Hlavní město Praha,49547
2027,Hlavní město Praha,49557
2028,Hlavní město Praha,49558
2029,Hlavní město Praha,49559
2030,Hlavní město Praha,49560
2031,Hlavní město Praha,49561
2032,Hlavní město Praha,49565
2033,Hlavní město Praha,49566
2034,Hlavní město Praha,49725
2035,Hlavní město Praha,49731
2036,Hlavní město Praha,49754
2037,Hlavní město Praha,49760
2038,Hlavní město Praha,50293
2039,Hlavní město Praha,50300
2040,Hlavní město Praha,50301
2041,Hlavní město Praha,50305
2042,Hlavní město Praha,50316
2043,Hlavní město Praha,50317
2044,Hlavní město Praha,50326
2045,Hlavní město Praha,50334
2046,Hlavní město Praha,50337
2047,Hlavní město Praha,50732
2048,Hlavní město Praha,50736
2049,Hlavní město Praha,50741
2050,Hlavní město Praha,50754
2051,Hlavní město Praha,50760
2052,Hlavní město Praha,50766
2053,Hlavní město Praha,50767
2054,Hlavní město Praha,50768
2055,Hlavní město Praha,50769
2056,Hlavní město Praha,50778
2057,Hlavní město Praha,50781
2058,Hlavní město Praha,50958
2059,Hlavní město Praha,50964
2060,Hlavní město Praha,50966
2061,Hlavní město Praha,50968
2062,Hlavní město Praha,50976
2063,Hlavní město Praha,50981
2064,Hlavní město Praha,50986
2065,Hlavní město Praha,50988
2066,Hlavní město Praha,50991
2067,Hlavní město Praha,50993
2068,Hlavní město Praha,50999
2069,Hlavní město Praha,51008
2070,Hlavní město Praha,51790
2071,Hlavní město Praha,51796
2072,Hlavní město Praha,51799
2073,Hlavní město Praha,51808
2074,Hlavní město Praha,51829
2075,Hlavní město Praha,51855
2076,Hlavní město Praha,52602
2077,Hlavní město Praha,52605
2078,Hlavní město Praha,52607
2079,Hlavní město Praha,52609
2080,Hlavní město Praha,52619
2081,Hlavní město Praha,52630
2082,Hlavní město Praha,52640
2083,Hlavní město Praha,52652
2084,Hlavní město Praha,53710
2085,Hlavní město Praha,53722
2086,Hlavní město Praha,53724
2087,Hlavní město Praha,54431
2088,Hlavní město Praha,55817
2089,Hlavní město Praha,55846
2090,Hlavní město Praha,56039
2091,Hlavní město Praha,56208
2092,Hlavní město Praha,56331
2093,Hlavní město Praha,56603
2094,Hlavní město Praha,56703
2095,Hlavní město Praha,56931
2096,Hlavní město Praha,57103
2097,Hlavní město Praha,57172
2098,Hlavní město Praha,57315
2099,Hlavní město Praha,57318
2100,Hlavní město Praha,57352
2101,Hlavní město Praha,57357
2102,Hlavní město Praha,57372
2103,Hlavní město Praha,57762
2104,Hlavní město Praha,57779
2105,Hlavní město Praha,57786
2106,Hlavní město Praha,57894
2107,Hlavní město Praha,57997
2108,Hlavní město Praha,58018
2109,Hlavní město Praha,61010
2110,Hlavní město Praha,61318
2111,Hlavní město Praha,61394
2112,Hlavní město Praha,61588
2113,Hlavní město Praha,61741
2114,Hlavní město Praha,61868
2115,Hlavní město Praha,61916
2116,Jihomoravský kraj,669
2117,Jihomoravský kraj,670
2118,Jihomoravský kraj,2992
2119,Jihomoravský kraj,3594
2120,Jihomoravský kraj,3595
2121,Jihomoravský kraj,7956
2122,Jihomoravský kraj,8114
2123,Jihomoravský kraj,8115
2124,Jihomoravský kraj,11785
2125,Jihomoravský kraj,11786
2126,Jihomoravský kraj,11920
2127,Jihomoravský kraj,11921
2128,Jihomoravský kraj,11922
2129,Jihomoravský kraj,11923
2130,Jihomoravský kraj,12862
2131,Jihomoravský kraj,14121
2132,Jihomoravský kraj,14221
2133,Jihomoravský kraj,14222
2134,Jihomoravský kraj,14223
2135,Jihomoravský kraj,14438
2136,Jihomoravský kraj,14439
2137,Jihomoravský kraj,14899
2138,Jihomoravský kraj,16152
2139,Jihomoravský kraj,16677
2140,Jihomoravský kraj,16678
2141,Jihomoravský kraj,16680
2142,Jihomoravský kraj,16681
2143,Jihomoravský kraj,16685
2144,Jihomoravský kraj,18519
2145,Jihomoravský kraj,18520
2146,Jihomoravský kraj,18521
2147,Jihomoravský kraj,18532
2148,Jihomoravský kraj,18533
2149,Jihomoravský kraj,18560
2150,Jihomoravský kraj,18574
2151,Jihomoravský kraj,18575
2152,Jihomoravský kraj,18576
2153,Jihomoravský kraj,18577
2154,Jihomoravský kraj,18587
2155,Jihomoravský kraj,20073
2156,Jihomoravský kraj,20074
2157,Jihomoravský kraj,20323
2158,Jihomoravský kraj,20984
2159,Jihomoravský kraj,21481
2160,Jihomoravský kraj,21483
2161,Jihomoravský kraj,22109
2162,Jihomoravský kraj,22155
2163,Jihomoravský kraj,22864
2164,Jihomoravský kraj,22865
2165,Jihomoravský kraj,23179
2166,Jihomoravský kraj,23180
2167,Jihomoravský kraj,23181
2168,Jihomoravský kraj,23182
2169,Jihomoravský kraj,23185
2170,Jihomoravský kraj,23843
2171,Jihomoravský kraj,23851
2172,Jihomoravský kraj,24140
2173,Jihomoravský kraj,24141
2174,Jihomoravský kraj,25114
2175,Jihomoravský kraj,25401
2176,Jihomoravský kraj,25557
2177,Jihomoravský kraj,26421
2178,Jihomoravský kraj,26566
2179,Jihomoravský kraj,26676
2180,Jihomoravský kraj,26677
2181,Jihomoravský kraj,27434
2182,Jihomoravský kraj,27503
2183,Jihomoravský kraj,27505
2184,Jihomoravský kraj,27688
2185,Jihomoravský kraj,27851
2186,Jihomoravský kraj,28334
2187,Jihomoravský kraj,28338
2188,Jihomoravský kraj,29065
2189,Jihomoravský kraj,29966
2190,Jihomoravský kraj,30277
2191,Jihomoravský kraj,30339
2192,Jihomoravský kraj,30340
2193,Jihomoravský kraj,30343
2194,Jihomoravský kraj,30344
2195,Jihomoravský kraj,30346
2196,Jihomoravský kraj,31674
2197,Jihomoravský kraj,32179
2198,Jihomoravský kraj,33518
2199,Jihomoravský kraj,35778
2200,Jihomoravský kraj,40988
2201,Jihomoravský kraj,42697
2202,Jihomoravský kraj,42698
2203,Jihomoravský kraj,45757
2204,Jihomoravský kraj,45758
2205,Jihomoravský kraj,46376
2206,Jihomoravský kraj,46657
2207,Jihomoravský kraj,48655
2208,Jihomoravský kraj,48656
2209,Jihomoravský kraj,48658
2210,Jihomoravský kraj,48659
2211,Jihomoravský kraj,50022
2212,Jihomoravský kraj,51394
2213,Jihomoravský kraj,51397
2214,Jihomoravský kraj,51398
2215,Jihomoravský kraj,51406
2216,Jihomoravský kraj,51407
2217,Jihomoravský kraj,51409
2218,Jihomoravský kraj,53051
2219,Jihomoravský kraj,53053
2220,Jihomoravský kraj,54134
2221,Jihomoravský kraj,54135
2222,Jihomoravský kraj,54138
2223,Jihomoravský kraj,54139
2224,Jihomoravský kraj,54143
2225,Jihomoravský kraj,54148
2226,Jihomoravský kraj,54149
2227,Jihomoravský kraj,54827
2228,Jihomoravský kraj,54828
2229,Jihomoravský kraj,54829
2230,Jihomoravský kraj,54830
2231,Jihomoravský kraj,59986
2232,Jihomoravský kraj,59987
2233,Jihomoravský kraj,60035
2234,Jihomoravský kraj,60036
2235,Královéhradecký kraj,265
2236,Královéhradecký kraj,2075
2237,Královéhradecký kraj,2300
2238,Královéhradecký kraj,3034
2239,Královéhradecký kraj,3713
2240,Královéhradecký kraj,3719
2241,Královéhradecký kraj,4050
2242,Královéhradecký kraj,4482
2243,Královéhradecký kraj,5012
2244,Královéhradecký kraj,5440
2245,Královéhradecký kraj,5679
2246,Královéhradecký kraj,6948
2247,Královéhradecký kraj,7271
2248,Královéhradecký kraj,7338
2249,Královéhradecký kraj,7420
2250,Královéhradecký kraj,9233
2251,Královéhradecký kraj,10875
2252,Královéhradecký kraj,10965
2253,Královéhradecký kraj,11061
2254,Královéhradecký kraj,11303
2255,Královéhradecký kraj,11383
2256,Královéhradecký kraj,12046
2257,Královéhradecký kraj,13383
2258,Královéhradecký kraj,13429
2259,Královéhradecký kraj,14266
2260,Královéhradecký kraj,16907
2261,Královéhradecký kraj,17114
2262,Královéhradecký kraj,18128
2263,Královéhradecký kraj,18132
2264,Královéhradecký kraj,18223
2265,Královéhradecký kraj,20467
2266,Královéhradecký kraj,22828
2267,Královéhradecký kraj,23586
2268,Královéhradecký kraj,24089
2269,Královéhradecký kraj,24090
2270,Královéhradecký kraj,24333
2271,Královéhradecký kraj,24334
2272,Královéhradecký kraj,24335
2273,Královéhradecký kraj,24336
2274,Královéhradecký kraj,24337
2275,Královéhradecký kraj,24338
2276,Královéhradecký kraj,24842
2277,Královéhradecký kraj,25215
2278,Královéhradecký kraj,25222
2279,Královéhradecký kraj,26123
2280,Královéhradecký kraj,26125
2281,Královéhradecký kraj,26132
2282,Královéhradecký kraj,26195
2283,Královéhradecký kraj,26196
2284,Královéhradecký kraj,26758
2285,Královéhradecký kraj,26759
2286,Královéhradecký kraj,26811
2287,Královéhradecký kraj,26988
2288,Královéhradecký kraj,26993
2289,Královéhradecký kraj,27093
2290,Královéhradecký kraj,27105
2291,Královéhradecký kraj,29316
2292,Královéhradecký kraj,29343
2293,Královéhradecký kraj,30231
2294,Královéhradecký kraj,30322
2295,Královéhradecký kraj,32660
2296,Královéhradecký kraj,32678
2297,Královéhradecký kraj,33728
2298,Královéhradecký kraj,33854
2299,Královéhradecký kraj,35613
2300,Královéhradecký kraj,35614
2301,Královéhradecký kraj,36047
2302,Královéhradecký kraj,36098
2303,Královéhradecký kraj,37157
2304,Královéhradecký kraj,37725
2305,Královéhradecký kraj,37726
2306,Královéhradecký kraj,37738
2307,Královéhradecký kraj,37740
2308,Královéhradecký kraj,40918
2309,Královéhradecký kraj,40926
2310,Královéhradecký kraj,40990
2311,Královéhradecký kraj,42522
2312,Královéhradecký kraj,42523
2313,Královéhradecký kraj,47605
2314,Královéhradecký kraj,47615
2315,Královéhradecký kraj,50106
2316,Královéhradecký kraj,50800
2317,Královéhradecký kraj,50802
2318,Královéhradecký kraj,50803
2319,Královéhradecký kraj,50822
2320,Královéhradecký kraj,50824
2321,Královéhradecký kraj,50833
2322,Královéhradecký kraj,50837
2323,Královéhradecký kraj,50847
2324,Královéhradecký kraj,50853
2325,Královéhradecký kraj,50868
2326,Královéhradecký kraj,50942
2327,Královéhradecký kraj,52588
2328,Královéhradecký kraj,55738
2329,Královéhradecký kraj,60354
2330,Královéhradecký kraj,60369
2331,Liberecký kraj,1540
2332,Liberecký kraj,1835
2333,Liberecký kraj,4250
2334,Liberecký kraj,4484
2335,Liberecký kraj,4965
2336,Liberecký kraj,4966
2337,Liberecký kraj,6061
2338,Liberecký kraj,6062
2339,Liberecký kraj,6286
2340,Liberecký kraj,7005
2341,Liberecký kraj,7384
2342,Liberecký kraj,10764
2343,Liberecký kraj,12493
2344,Liberecký kraj,13490
2345,Liberecký kraj,15999
2346,Liberecký kraj,17715
2347,Liberecký kraj,19420
2348,Liberecký kraj,21128
2349,Liberecký kraj,22879
2350,Liberecký kraj,24059
2351,Liberecký kraj,24072
2352,Liberecký kraj,25006
2353,Liberecký kraj,30100
2354,Liberecký kraj,30145
2355,Liberecký kraj,31058
2356,Liberecký kraj,32548
2357,Liberecký kraj,32549
2358,Liberecký kraj,33963
2359,Liberecký kraj,35011
2360,Liberecký kraj,35274
2361,Liberecký kraj,35278
2362,Liberecký kraj,35535
2363,Liberecký kraj,35538
2364,Liberecký kraj,35539
2365,Liberecký kraj,36069
2366,Liberecký kraj,41424
2367,Liberecký kraj,42036
2368,Liberecký kraj,46003
2369,Liberecký kraj,47647
2370,Liberecký kraj,48031
2371,Liberecký kraj,49693
2372,Liberecký kraj,49698
2373,Liberecký kraj,51068
2374,Liberecký kraj,51069
2375,Liberecký kraj,51134
2376,Liberecký kraj,54229
2377,Liberecký kraj,56515
2378,Liberecký kraj,56912
2379,Liberecký kraj,56919
2380,Liberecký kraj,56920
2381,Liberecký kraj,56922
2382,Liberecký kraj,56928
2383,Liberecký kraj,58976
2384,Olomoucký kraj,6550
2385,Olomoucký kraj,7849
2386,Olomoucký kraj,8214
2387,Olomoucký kraj,9635
2388,Olomoucký kraj,12605
2389,Olomoucký kraj,16307
2390,Olomoucký kraj,22258
2391,Olomoucký kraj,23296
2392,Olomoucký kraj,23369
2393,Olomoucký kraj,25791
2394,Olomoucký kraj,27717
2395,Olomoucký kraj,31778
2396,Olomoucký kraj,33378
2397,Olomoucký kraj,37494
2398,Olomoucký kraj,37495
2399,Olomoucký kraj,46170
2400,Olomoucký kraj,47758
2401,Olomoucký kraj,48376
2402,Olomoucký kraj,49951
2403,Olomoucký kraj,52663
2404,Olomoucký kraj,56169
2405,Olomoucký kraj,58358
2406,Kraj Vysočina,249
2407,Kraj Vysočina,1620
2408,Kraj Vysočina,1621
2409,Kraj Vysočina,2044
2410,Kraj Vysočina,2045
2411,Kraj Vysočina,2622
2412,Kraj Vysočina,2623
2413,Kraj Vysočina,3651
2414,Kraj Vysočina,3652
2415,Kraj Vysočina,4681
2416,Kraj Vysočina,4682
2417,Kraj Vysočina,4683
2418,Kraj Vysočina,4684
2419,Kraj Vysočina,4696
2420,Kraj Vysočina,6600
2421,Kraj Vysočina,6601
2422,Kraj Vysočina,7260
2423,Kraj Vysočina,7261
2424,Kraj Vysočina,7262
2425,Kraj Vysočina,7263
2426,Kraj Vysočina,10125
2427,Kraj Vysočina,10126
2428,Kraj Vysočina,10257
2429,Kraj Vysočina,10258
2430,Kraj Vysočina,10625
2431,Kraj Vysočina,10626
2432,Kraj Vysočina,10627
2433,Kraj Vysočina,10628
2434,Kraj Vysočina,11420
2435,Kraj Vysočina,11421
2436,Kraj Vysočina,12243
2437,Kraj Vysočina,12244
2438,Kraj Vysočina,13508
2439,Kraj Vysočina,13509
2440,Kraj Vysočina,13510
2441,Kraj Vysočina,13511
2442,Kraj Vysočina,13935
2443,Kraj Vysočina,13936
2444,Kraj Vysočina,14131
2445,Kraj Vysočina,14132
2446,Kraj Vysočina,14412
2447,Kraj Vysočina,14413
2448,Kraj Vysočina,14872
2449,Kraj Vysočina,14873
