,Region,Facility_ID
225,Jihomoravský kraj,7562
226,Jihomoravský kraj,7954
227,Jihomoravský kraj,7955
228,Jihomoravský kraj,8025
229,Jihomoravský kraj,8630
230,Jihomoravský kraj,8631
231,Jihomoravský kraj,8660
232,Jihomoravský kraj,8933
233,Jihomoravský kraj,8934
234,Jihomoravský kraj,9413
235,Jihomoravský kraj,9414
236,Jihomoravský kraj,9558
237,Jihomoravský kraj,9668
238,Jihomoravský kraj,9669
239,Jihomoravský kraj,9712
240,Jihomoravský kraj,9741
241,Jihomoravský kraj,9742
242,Jihomoravský kraj,10117
243,Jihomoravský kraj,10123
244,Jihomoravský kraj,10522
245,Jihomoravský kraj,10523
246,Jihomoravský kraj,10565
247,Jihomoravský kraj,10603
248,Jihomoravský kraj,10604
249,Jihomoravský kraj,10967
250,Jihomoravský kraj,11144
251,Jihomoravský kraj,11145
252,Jihomoravský kraj,11191
253,Jihomoravský kraj,11257
254,Jihomoravský kraj,11384
255,Jihomoravský kraj,11455
256,Jihomoravský kraj,11617
257,Jihomoravský kraj,11787
258,Jihomoravský kraj,11788
259,Jihomoravský kraj,12270
260,Jihomoravský kraj,12271
261,Jihomoravský kraj,12550
262,Jihomoravský kraj,12551
263,Jihomoravský kraj,12860
264,Jihomoravský kraj,12861
265,Jihomoravský kraj,12899
266,Jihomoravský kraj,12900
267,Jihomoravský kraj,13041
268,Jihomoravský kraj,13044
269,Jihomoravský kraj,13168
270,Jihomoravský kraj,13413
271,Jihomoravský kraj,13414
272,Jihomoravský kraj,13484
273,Jihomoravský kraj,13761
274,Jihomoravský kraj,13762
275,Jihomoravský kraj,14254
276,Jihomoravský kraj,14255
277,Jihomoravský kraj,14566
278,Jihomoravský kraj,14567
279,Jihomoravský kraj,14594
280,Jihomoravský kraj,14595
281,Jihomoravský kraj,14648
282,Jihomoravský kraj,14649
283,Jihomoravský kraj,14894
284,Jihomoravský kraj,14957
285,Jihomoravský kraj,14958
286,Jihomoravský kraj,14967
287,Jihomoravský kraj,14968
288,Jihomoravský kraj,14976
289,Jihomoravský kraj,14977
290,Jihomoravský kraj,14978
291,Jihomoravský kraj,14979
292,Jihomoravský kraj,14980
293,Jihomoravský kraj,14981
294,Jihomoravský kraj,15048
295,Jihomoravský kraj,15049
296,Jihomoravský kraj,16205
297,Jihomoravský kraj,16442
298,Jihomoravský kraj,16626
299,Jihomoravský kraj,16627
300,Jihomoravský kraj,16718
301,Jihomoravský kraj,16924
302,Jihomoravský kraj,16925
303,Jihomoravský kraj,16926
304,Jihomoravský kraj,18530
305,Jihomoravský kraj,18531
306,Jihomoravský kraj,19082
307,Jihomoravský kraj,19083
308,Jihomoravský kraj,19305
309,Jihomoravský kraj,20048
310,Jihomoravský kraj,20049
311,Jihomoravský kraj,20109
312,Jihomoravský kraj,20111
313,Jihomoravský kraj,20112
314,Jihomoravský kraj,20115
315,Jihomoravský kraj,20317
316,Jihomoravský kraj,20318
317,Jihomoravský kraj,20735
318,Jihomoravský kraj,20979
319,Jihomoravský kraj,22490
320,Jihomoravský kraj,22491
321,Jihomoravský kraj,23029
322,Jihomoravský kraj,23030
323,Jihomoravský kraj,23052
324,Jihomoravský kraj,23264
325,Jihomoravský kraj,23265
326,Jihomoravský kraj,23398
327,Jihomoravský kraj,23403
328,Jihomoravský kraj,23840
329,Jihomoravský kraj,23844
330,Jihomoravský kraj,23849
331,Jihomoravský kraj,23850
332,Jihomoravský kraj,23984
333,Jihomoravský kraj,24104
334,Jihomoravský kraj,24275
335,Jihomoravský kraj,24276
336,Jihomoravský kraj,24683
337,Jihomoravský kraj,24700
338,Jihomoravský kraj,25116
339,Jihomoravský kraj,25117
340,Jihomoravský kraj,25151
341,Jihomoravský kraj,25158
342,Jihomoravský kraj,25159
343,Jihomoravský kraj,25255
344,Jihomoravský kraj,25256
345,Jihomoravský kraj,25403
346,Jihomoravský kraj,25409
347,Jihomoravský kraj,25424
348,Jihomoravský kraj,25613
349,Jihomoravský kraj,25635
350,Jihomoravský kraj,25636
351,Jihomoravský kraj,25637
352,Jihomoravský kraj,27437
353,Jihomoravský kraj,27682
354,Jihomoravský kraj,27948
355,Jihomoravský kraj,28494
356,Jihomoravský kraj,28495
357,Jihomoravský kraj,29042
358,Jihomoravský kraj,29057
359,Jihomoravský kraj,29061
360,Jihomoravský kraj,29064
361,Jihomoravský kraj,29066
362,Jihomoravský kraj,29073
363,Jihomoravský kraj,29849
364,Jihomoravský kraj,29968
365,Jihomoravský kraj,30134
366,Jihomoravský kraj,30192
367,Jihomoravský kraj,30236
368,Jihomoravský kraj,30336
369,Jihomoravský kraj,30654
370,Jihomoravský kraj,31005
371,Jihomoravský kraj,31233
372,Jihomoravský kraj,32040
373,Jihomoravský kraj,32041
374,Jihomoravský kraj,32065
375,Jihomoravský kraj,32078
376,Jihomoravský kraj,32079
377,Jihomoravský kraj,32084
378,Jihomoravský kraj,32112
379,Jihomoravský kraj,32113
380,Jihomoravský kraj,32126
381,Jihomoravský kraj,32127
382,Jihomoravský kraj,32140
383,Jihomoravský kraj,32192
384,Jihomoravský kraj,32201
385,Jihomoravský kraj,32205
386,Jihomoravský kraj,32224
387,Jihomoravský kraj,32228
388,Jihomoravský kraj,32229
389,Jihomoravský kraj,32230
390,Jihomoravský kraj,32702
391,Jihomoravský kraj,32804
392,Jihomoravský kraj,32805
393,Jihomoravský kraj,33397
394,Jihomoravský kraj,33578
395,Jihomoravský kraj,33579
396,Jihomoravský kraj,33623
397,Jihomoravský kraj,33624
398,Jihomoravský kraj,33824
399,Jihomoravský kraj,33825
400,Jihomoravský kraj,34235
401,Jihomoravský kraj,35898
402,Jihomoravský kraj,35901
403,Jihomoravský kraj,35938
404,Jihomoravský kraj,37136
405,Jihomoravský kraj,37171
406,Jihomoravský kraj,37445
407,Jihomoravský kraj,40201
408,Jihomoravský kraj,40859
409,Jihomoravský kraj,41601
410,Jihomoravský kraj,42373
411,Jihomoravský kraj,43112
412,Jihomoravský kraj,43381
413,Jihomoravský kraj,43382
414,Jihomoravský kraj,43390
415,Jihomoravský kraj,45013
416,Jihomoravský kraj,45015
417,Jihomoravský kraj,45885
418,Jihomoravský kraj,45889
419,Jihomoravský kraj,46086
420,Jihomoravský kraj,46615
421,Jihomoravský kraj,46616
422,Jihomoravský kraj,46633
423,Jihomoravský kraj,46848
424,Jihomoravský kraj,46912
425,Jihomoravský kraj,46913
426,Jihomoravský kraj,46917
427,Jihomoravský kraj,46923
428,Jihomoravský kraj,46937
429,Jihomoravský kraj,47162
430,Jihomoravský kraj,47414
431,Jihomoravský kraj,47415
432,Jihomoravský kraj,47451
433,Jihomoravský kraj,47452
434,Jihomoravský kraj,47453
435,Jihomoravský kraj,47702
436,Jihomoravský kraj,47706
437,Jihomoravský kraj,47707
438,Jihomoravský kraj,47713
439,Jihomoravský kraj,47718
440,Jihomoravský kraj,48451
441,Jihomoravský kraj,48452
442,Jihomoravský kraj,48453
443,Jihomoravský kraj,48466
444,Jihomoravský kraj,48470
445,Jihomoravský kraj,48471
446,Jihomoravský kraj,49277
447,Jihomoravský kraj,49316
448,Jihomoravský kraj,49318
449,Jihomoravský kraj,49319
450,Jihomoravský kraj,49322
451,Jihomoravský kraj,49327
452,Jihomoravský kraj,49338
453,Jihomoravský kraj,49347
454,Jihomoravský kraj,49348
455,Jihomoravský kraj,49350
456,Jihomoravský kraj,49352
457,Jihomoravský kraj,49364
458,Jihomoravský kraj,49604
459,Jihomoravský kraj,50596
460,Jihomoravský kraj,50597
461,Jihomoravský kraj,50600
462,Jihomoravský kraj,50612
463,Jihomoravský kraj,50621
464,Jihomoravský kraj,50647
465,Jihomoravský kraj,51908
466,Jihomoravský kraj,51909
467,Jihomoravský kraj,51917
468,Jihomoravský kraj,51926
469,Jihomoravský kraj,51937
470,Jihomoravský kraj,51972
471,Jihomoravský kraj,51976
472,Jihomoravský kraj,51982
473,Jihomoravský kraj,52031
474,Jihomoravský kraj,54131
475,Jihomoravský kraj,54132
476,Jihomoravský kraj,54767
477,Jihomoravský kraj,54823
478,Jihomoravský kraj,54850
479,Jihomoravský kraj,56238
480,Jihomoravský kraj,56240
481,Jihomoravský kraj,56245
482,Jihomoravský kraj,56246
483,Jihomoravský kraj,56253
484,Jihomoravský kraj,56268
485,Jihomoravský kraj,56800
486,Jihomoravský kraj,57546
487,Jihomoravský kraj,60098
488,Jihomoravský kraj,60491
489,Jihomoravský kraj,60506
490,Jihomoravský kraj,2050
491,Jihomoravský kraj,4317
492,Jihomoravský kraj,4318
493,Jihomoravský kraj,4319
494,Jihomoravský kraj,4320
495,Jihomoravský kraj,4717
496,Jihomoravský kraj,5459
497,Jihomoravský kraj,5460
498,Jihomoravský kraj,6862
499,Jihomoravský kraj,7208
500,Jihomoravský kraj,7209
501,Jihomoravský kraj,10680
502,Jihomoravský kraj,10780
503,Jihomoravský kraj,11341
504,Jihomoravský kraj,11500
505,Jihomoravský kraj,11501
506,Jihomoravský kraj,12015
507,Jihomoravský kraj,12016
508,Jihomoravský kraj,12017
509,Jihomoravský kraj,12018
510,Jihomoravský kraj,12266
511,Jihomoravský kraj,12267
512,Jihomoravský kraj,13402
513,Jihomoravský kraj,13433
514,Jihomoravský kraj,13440
515,Jihomoravský kraj,13441
516,Jihomoravský kraj,13760
517,Jihomoravský kraj,13913
518,Jihomoravský kraj,13914
519,Jihomoravský kraj,14230
520,Jihomoravský kraj,14231
521,Jihomoravský kraj,14232
522,Jihomoravský kraj,14253
523,Jihomoravský kraj,14528
524,Jihomoravský kraj,15160
525,Jihomoravský kraj,15161
526,Jihomoravský kraj,16203
527,Jihomoravský kraj,16204
528,Jihomoravský kraj,16531
529,Jihomoravský kraj,16532
530,Jihomoravský kraj,16673
531,Jihomoravský kraj,16674
532,Jihomoravský kraj,16689
533,Jihomoravský kraj,17207
534,Jihomoravský kraj,17234
535,Jihomoravský kraj,17235
536,Jihomoravský kraj,17529
537,Jihomoravský kraj,18578
538,Jihomoravský kraj,18579
539,Jihomoravský kraj,20110
540,Jihomoravský kraj,20736
541,Jihomoravský kraj,23399
542,Jihomoravský kraj,23400
543,Jihomoravský kraj,23401
544,Jihomoravský kraj,23402
545,Jihomoravský kraj,24881
546,Jihomoravský kraj,25115
547,Jihomoravský kraj,25141
548,Jihomoravský kraj,25142
549,Jihomoravský kraj,25144
550,Jihomoravský kraj,25150
551,Jihomoravský kraj,25153
552,Jihomoravský kraj,25154
553,Jihomoravský kraj,25155
554,Jihomoravský kraj,25251
555,Jihomoravský kraj,25252
556,Jihomoravský kraj,25353
557,Jihomoravský kraj,25354
558,Jihomoravský kraj,25614
559,Jihomoravský kraj,26679
560,Jihomoravský kraj,26680
561,Jihomoravský kraj,27602
562,Jihomoravský kraj,28337
563,Jihomoravský kraj,28615
564,Jihomoravský kraj,28616
565,Jihomoravský kraj,28795
566,Jihomoravský kraj,29033
567,Jihomoravský kraj,29258
568,Jihomoravský kraj,29259
569,Jihomoravský kraj,29560
570,Jihomoravský kraj,29562
571,Jihomoravský kraj,30136
572,Jihomoravský kraj,30223
573,Jihomoravský kraj,31517
574,Jihomoravský kraj,31710
575,Jihomoravský kraj,31923
576,Jihomoravský kraj,32038
577,Jihomoravský kraj,32039
578,Jihomoravský kraj,32183
579,Jihomoravský kraj,32544
580,Jihomoravský kraj,32545
581,Jihomoravský kraj,35445
582,Jihomoravský kraj,35446
583,Jihomoravský kraj,35447
584,Jihomoravský kraj,35448
585,Jihomoravský kraj,36422
586,Jihomoravský kraj,38786
587,Jihomoravský kraj,40836
588,Jihomoravský kraj,43329
589,Jihomoravský kraj,46242
590,Jihomoravský kraj,46662
591,Jihomoravský kraj,46696
592,Jihomoravský kraj,46924
593,Jihomoravský kraj,47458
594,Jihomoravský kraj,47459
595,Jihomoravský kraj,47674
596,Jihomoravský kraj,49233
597,Jihomoravský kraj,50588
598,Jihomoravský kraj,50606
599,Jihomoravský kraj,50623
600,Jihomoravský kraj,50632
601,Jihomoravský kraj,50633
602,Jihomoravský kraj,50643
603,Jihomoravský kraj,50649
604,Jihomoravský kraj,50660
605,Jihomoravský kraj,50676
606,Jihomoravský kraj,50680
607,Jihomoravský kraj,50683
608,Jihomoravský kraj,50691
609,Jihomoravský kraj,50698
610,Jihomoravský kraj,50699
611,Jihomoravský kraj,52032
612,Jihomoravský kraj,52034
613,Jihomoravský kraj,52036
614,Jihomoravský kraj,52038
615,Jihomoravský kraj,52047
616,Jihomoravský kraj,52050
617,Jihomoravský kraj,54707
618,Jihomoravský kraj,54708
619,Jihomoravský kraj,56273
620,Jihomoravský kraj,60060
621,Jihomoravský kraj,60061
622,Moravskoslezský kraj,1377
623,Moravskoslezský kraj,1382
624,Moravskoslezský kraj,3467
625,Moravskoslezský kraj,3676
626,Moravskoslezský kraj,3677
627,Moravskoslezský kraj,6028
628,Moravskoslezský kraj,9848
629,Moravskoslezský kraj,11038
630,Moravskoslezský kraj,12727
631,Moravskoslezský kraj,15531
632,Moravskoslezský kraj,16236
633,Moravskoslezský kraj,16445
634,Moravskoslezský kraj,16446
635,Moravskoslezský kraj,17681
636,Moravskoslezský kraj,21330
637,Moravskoslezský kraj,21687
638,Moravskoslezský kraj,21689
639,Moravskoslezský kraj,22070
640,Moravskoslezský kraj,22160
641,Moravskoslezský kraj,22766
642,Moravskoslezský kraj,22767
643,Moravskoslezský kraj,22768
644,Moravskoslezský kraj,23436
645,Moravskoslezský kraj,23963
646,Moravskoslezský kraj,24568
647,Moravskoslezský kraj,25602
648,Moravskoslezský kraj,25604
649,Moravskoslezský kraj,27634
650,Moravskoslezský kraj,27666
651,Moravskoslezský kraj,27667
652,Moravskoslezský kraj,27701
653,Moravskoslezský kraj,29239
654,Moravskoslezský kraj,33561
655,Moravskoslezský kraj,35807
656,Moravskoslezský kraj,39032
657,Moravskoslezský kraj,40900
658,Moravskoslezský kraj,42067
659,Moravskoslezský kraj,43304
660,Moravskoslezský kraj,46042
661,Moravskoslezský kraj,48088
662,Moravskoslezský kraj,49995
663,Moravskoslezský kraj,53666
664,Moravskoslezský kraj,53667
665,Moravskoslezský kraj,53668
666,Moravskoslezský kraj,53681
667,Moravskoslezský kraj,53683
668,Moravskoslezský kraj,53688
669,Moravskoslezský kraj,56081
670,Moravskoslezský kraj,56335
671,Moravskoslezský kraj,58534
672,Jihomoravský kraj,2603
673,Jihomoravský kraj,2604
674,Jihomoravský kraj,5182
675,Jihomoravský kraj,5183
676,Jihomoravský kraj,5376
677,Jihomoravský kraj,5458
678,Jihomoravský kraj,8155
679,Jihomoravský kraj,8156
680,Jihomoravský kraj,8912
681,Jihomoravský kraj,8913
682,Jihomoravský kraj,9979
683,Jihomoravský kraj,11373
684,Jihomoravský kraj,11374
685,Jihomoravský kraj,11375
686,Jihomoravský kraj,11376
687,Jihomoravský kraj,11437
688,Jihomoravský kraj,11438
689,Jihomoravský kraj,11963
690,Jihomoravský kraj,11964
691,Jihomoravský kraj,12231
692,Jihomoravský kraj,12552
693,Jihomoravský kraj,12553
694,Jihomoravský kraj,13042
695,Jihomoravský kraj,13043
696,Jihomoravský kraj,14048
697,Jihomoravský kraj,14049
698,Jihomoravský kraj,14714
699,Jihomoravský kraj,16951
700,Jihomoravský kraj,16952
701,Jihomoravský kraj,16954
702,Jihomoravský kraj,16955
703,Jihomoravský kraj,16956
704,Jihomoravský kraj,16957
705,Jihomoravský kraj,16959
706,Jihomoravský kraj,16960
707,Jihomoravský kraj,17927
708,Jihomoravský kraj,19543
709,Jihomoravský kraj,19544
710,Jihomoravský kraj,19547
711,Jihomoravský kraj,19548
712,Jihomoravský kraj,19563
713,Jihomoravský kraj,21119
714,Jihomoravský kraj,21121
715,Jihomoravský kraj,23396
716,Jihomoravský kraj,23397
717,Jihomoravský kraj,24142
718,Jihomoravský kraj,24143
719,Jihomoravský kraj,25147
720,Jihomoravský kraj,25148
721,Jihomoravský kraj,25174
722,Jihomoravský kraj,25362
723,Jihomoravský kraj,25363
724,Jihomoravský kraj,25364
725,Jihomoravský kraj,26517
726,Jihomoravský kraj,26518
727,Jihomoravský kraj,26529
728,Jihomoravský kraj,26530
729,Jihomoravský kraj,26531
730,Jihomoravský kraj,26532
731,Jihomoravský kraj,26533
732,Jihomoravský kraj,26681
733,Jihomoravský kraj,26682
734,Jihomoravský kraj,26687
735,Jihomoravský kraj,26688
736,Jihomoravský kraj,27428
737,Jihomoravský kraj,27430
738,Jihomoravský kraj,27617
739,Jihomoravský kraj,27690
740,Jihomoravský kraj,28462
741,Jihomoravský kraj,28503
742,Jihomoravský kraj,29559
743,Jihomoravský kraj,29561
744,Jihomoravský kraj,30502
745,Jihomoravský kraj,30503
746,Jihomoravský kraj,30504
747,Jihomoravský kraj,32089
748,Jihomoravský kraj,34664
749,Jihomoravský kraj,34665
750,Jihomoravský kraj,34775
751,Jihomoravský kraj,34776
752,Jihomoravský kraj,34957
753,Jihomoravský kraj,34958
754,Jihomoravský kraj,35082
755,Jihomoravský kraj,35449
756,Jihomoravský kraj,35792
757,Jihomoravský kraj,35793
758,Jihomoravský kraj,37400
759,Jihomoravský kraj,37401
760,Jihomoravský kraj,38679
761,Jihomoravský kraj,40455
762,Jihomoravský kraj,41614
763,Jihomoravský kraj,41624
764,Jihomoravský kraj,46827
765,Jihomoravský kraj,46828
766,Jihomoravský kraj,49289
767,Jihomoravský kraj,50006
768,Jihomoravský kraj,51095
769,Jihomoravský kraj,52130
770,Jihomoravský kraj,52136
771,Jihomoravský kraj,52140
772,Jihomoravský kraj,52141
773,Jihomoravský kraj,52142
774,Jihomoravský kraj,54717
775,Jihomoravský kraj,55665
776,Jihomoravský kraj,55672
777,Jihomoravský kraj,55688
778,Jihomoravský kraj,58111
779,Jihomoravský kraj,59820
780,Karlovarský kraj,2937
781,Karlovarský kraj,4240
782,Karlovarský kraj,5151
783,Karlovarský kraj,6234
784,Karlovarský kraj,9032
785,Karlovarský kraj,9033
786,Karlovarský kraj,9035
787,Karlovarský kraj,9717
788,Karlovarský kraj,13206
789,Karlovarský kraj,14679
790,Karlovarský kraj,19008
791,Karlovarský kraj,20712
792,Karlovarský kraj,20898
793,Karlovarský kraj,21437
794,Karlovarský kraj,21646
795,Karlovarský kraj,21649
796,Karlovarský kraj,22290
797,Karlovarský kraj,22368
798,Karlovarský kraj,23036
799,Karlovarský kraj,23583
800,Karlovarský kraj,23931
801,Karlovarský kraj,23937
802,Karlovarský kraj,26097
803,Karlovarský kraj,26204
804,Karlovarský kraj,26206
805,Karlovarský kraj,26380
806,Karlovarský kraj,27927
807,Karlovarský kraj,27941
808,Karlovarský kraj,29536
809,Karlovarský kraj,31852
810,Karlovarský kraj,31898
811,Karlovarský kraj,33162
812,Karlovarský kraj,35067
813,Karlovarský kraj,40497
814,Karlovarský kraj,43016
815,Karlovarský kraj,43182
816,Karlovarský kraj,44939
817,Karlovarský kraj,45024
818,Karlovarský kraj,45792
819,Karlovarský kraj,45992
820,Karlovarský kraj,46013
821,Karlovarský kraj,46173
822,Karlovarský kraj,46280
823,Karlovarský kraj,46363
824,Karlovarský kraj,47687
825,Karlovarský kraj,53320
826,Karlovarský kraj,53339
827,Karlovarský kraj,53342
828,Karlovarský kraj,53350
829,Karlovarský kraj,53354
830,Karlovarský kraj,53356
831,Karlovarský kraj,57901
832,Ústecký kraj,2823
833,Ústecký kraj,5696
834,Ústecký kraj,7584
835,Ústecký kraj,9133
836,Ústecký kraj,10255
837,Ústecký kraj,11255
838,Ústecký kraj,11321
839,Ústecký kraj,11475
840,Ústecký kraj,12477
841,Ústecký kraj,13710
842,Ústecký kraj,13754
843,Ústecký kraj,13960
844,Ústecký kraj,15200
845,Ústecký kraj,16346
846,Ústecký kraj,20629
847,Ústecký kraj,21299
848,Ústecký kraj,21518
849,Ústecký kraj,21671
850,Ústecký kraj,22407
851,Ústecký kraj,22408
852,Ústecký kraj,22409
853,Ústecký kraj,22411
854,Ústecký kraj,22412
855,Ústecký kraj,22447
856,Ústecký kraj,23653
857,Ústecký kraj,23654
858,Ústecký kraj,23655
859,Ústecký kraj,25837
860,Ústecký kraj,25838
861,Ústecký kraj,25898
862,Ústecký kraj,25908
863,Ústecký kraj,25933
864,Ústecký kraj,27044
865,Ústecký kraj,27045
866,Ústecký kraj,31316
867,Ústecký kraj,31434
868,Ústecký kraj,32116
869,Ústecký kraj,32165
870,Ústecký kraj,32176
871,Ústecký kraj,32177
872,Ústecký kraj,33972
873,Ústecký kraj,35426
874,Ústecký kraj,35427
875,Ústecký kraj,36697
876,Ústecký kraj,38146
877,Ústecký kraj,41439
878,Ústecký kraj,42702
879,Ústecký kraj,42734
880,Ústecký kraj,43131
881,Ústecký kraj,43831
882,Ústecký kraj,43842
883,Ústecký kraj,44512
884,Ústecký kraj,44903
885,Ústecký kraj,46307
886,Ústecký kraj,47483
887,Ústecký kraj,48893
888,Ústecký kraj,53236
889,Ústecký kraj,54902
890,Ústecký kraj,54924
891,Ústecký kraj,54925
892,Ústecký kraj,54926
893,Ústecký kraj,54927
894,Ústecký kraj,54928
