,Region,Domain,Facility_ID
1336,Karlovarský kraj,gynekologie a porodnictví,7548
1337,Karlovarský kraj,gynekologie a porodnictví,10285
1338,Karlovarský kraj,gynekologie a porodnictví,10290
1339,Karlovarský kraj,gynekologie a porodnictví,12873
1340,Karlovarský kraj,gynekologie a porodnictví,13809
1341,Karlovarský kraj,gynekologie a porodnictví,13963
1342,Karlovarský kraj,gynekologie a porodnictví,14429
1343,Karlovarský kraj,gynekologie a porodnictví,16252
1344,Karlovarský kraj,gynekologie a porodnictví,18630
1345,Karlovarský kraj,gynekologie a porodnictví,21472
1346,Karlovarský kraj,gynekologie a porodnictví,21612
1347,Karlovarský kraj,gynekologie a porodnictví,21613
1348,Karlovarský kraj,gynekologie a porodnictví,21614
1349,Karlovarský kraj,gynekologie a porodnictví,22846
1350,Karlovarský kraj,gynekologie a porodnictví,22849
1351,Karlovarský kraj,gynekologie a porodnictví,23554
1352,Karlovarský kraj,gynekologie a porodnictví,23557
1353,Karlovarský kraj,gynekologie a porodnictví,23561
1354,Karlovarský kraj,gynekologie a porodnictví,23920
1355,Karlovarský kraj,gynekologie a porodnictví,23924
1356,Karlovarský kraj,gynekologie a porodnictví,31395
1357,Karlovarský kraj,gynekologie a porodnictví,31397
1358,Karlovarský kraj,gynekologie a porodnictví,32679
1359,Karlovarský kraj,gynekologie a porodnictví,32687
1360,Karlovarský kraj,gynekologie a porodnictví,32846
1361,Karlovarský kraj,gynekologie a porodnictví,33372
1362,Karlovarský kraj,gynekologie a porodnictví,34020
1363,Karlovarský kraj,gynekologie a porodnictví,36220
1364,Karlovarský kraj,gynekologie a porodnictví,36606
1365,Karlovarský kraj,gynekologie a porodnictví,36607
1366,Karlovarský kraj,gynekologie a porodnictví,37486
1367,Karlovarský kraj,gynekologie a porodnictví,39734
1368,Karlovarský kraj,gynekologie a porodnictví,42223
1369,Karlovarský kraj,gynekologie a porodnictví,42796
1370,Karlovarský kraj,gynekologie a porodnictví,44008
1371,Karlovarský kraj,gynekologie a porodnictví,44011
1372,Karlovarský kraj,gynekologie a porodnictví,44015
1373,Karlovarský kraj,gynekologie a porodnictví,44063
1374,Karlovarský kraj,gynekologie a porodnictví,45939
1375,Karlovarský kraj,gynekologie a porodnictví,47922
1376,Karlovarský kraj,gynekologie a porodnictví,53427
1377,Karlovarský kraj,gynekologie a porodnictví,58178
1378,Moravskoslezský kraj,urologie,4066
1379,Moravskoslezský kraj,urologie,11189
1380,Moravskoslezský kraj,urologie,22443
1381,Moravskoslezský kraj,urologie,31493
1382,Moravskoslezský kraj,urologie,37327
1383,Moravskoslezský kraj,urologie,37328
1384,Moravskoslezský kraj,urologie,37330
1385,Moravskoslezský kraj,urologie,38110
1386,Moravskoslezský kraj,urologie,42607
1387,Moravskoslezský kraj,urologie,42609
1388,Moravskoslezský kraj,urologie,42873
1389,Moravskoslezský kraj,urologie,44927
1390,Moravskoslezský kraj,urologie,58424
1391,Moravskoslezský kraj,urologie,58441
1392,Moravskoslezský kraj,urologie,58483
1393,Moravskoslezský kraj,gynekologie a porodnictví,981
1394,Moravskoslezský kraj,gynekologie a porodnictví,2716
1395,Moravskoslezský kraj,gynekologie a porodnictví,2854
1396,Moravskoslezský kraj,gynekologie a porodnictví,4060
1397,Moravskoslezský kraj,gynekologie a porodnictví,4199
1398,Moravskoslezský kraj,gynekologie a porodnictví,4200
1399,Moravskoslezský kraj,gynekologie a porodnictví,5999
1400,Moravskoslezský kraj,gynekologie a porodnictví,7481
1401,Moravskoslezský kraj,gynekologie a porodnictví,12660
1402,Moravskoslezský kraj,gynekologie a porodnictví,14078
1403,Moravskoslezský kraj,gynekologie a porodnictví,17597
1404,Moravskoslezský kraj,gynekologie a porodnictví,22745
1405,Moravskoslezský kraj,gynekologie a porodnictví,26873
1406,Moravskoslezský kraj,gynekologie a porodnictví,27271
1407,Moravskoslezský kraj,gynekologie a porodnictví,27573
1408,Moravskoslezský kraj,gynekologie a porodnictví,28402
1409,Moravskoslezský kraj,gynekologie a porodnictví,29831
1410,Moravskoslezský kraj,gynekologie a porodnictví,33289
1411,Moravskoslezský kraj,gynekologie a porodnictví,33290
1412,Moravskoslezský kraj,gynekologie a porodnictví,33291
1413,Moravskoslezský kraj,gynekologie a porodnictví,33293
1414,Moravskoslezský kraj,gynekologie a porodnictví,33294
1415,Moravskoslezský kraj,gynekologie a porodnictví,33295
1416,Moravskoslezský kraj,gynekologie a porodnictví,34256
1417,Moravskoslezský kraj,gynekologie a porodnictví,34286
1418,Moravskoslezský kraj,gynekologie a porodnictví,35788
1419,Moravskoslezský kraj,gynekologie a porodnictví,36164
1420,Moravskoslezský kraj,gynekologie a porodnictví,40593
1421,Moravskoslezský kraj,gynekologie a porodnictví,40627
1422,Moravskoslezský kraj,gynekologie a porodnictví,40940
1423,Moravskoslezský kraj,gynekologie a porodnictví,40941
1424,Moravskoslezský kraj,gynekologie a porodnictví,42021
1425,Moravskoslezský kraj,gynekologie a porodnictví,42468
1426,Moravskoslezský kraj,gynekologie a porodnictví,42582
1427,Moravskoslezský kraj,gynekologie a porodnictví,42592
1428,Moravskoslezský kraj,gynekologie a porodnictví,42602
1429,Moravskoslezský kraj,gynekologie a porodnictví,44934
1430,Moravskoslezský kraj,gynekologie a porodnictví,46592
1431,Moravskoslezský kraj,gynekologie a porodnictví,49175
1432,Moravskoslezský kraj,gynekologie a porodnictví,51446
1433,Moravskoslezský kraj,gynekologie a porodnictví,51447
1434,Moravskoslezský kraj,gynekologie a porodnictví,52185
1435,Moravskoslezský kraj,gynekologie a porodnictví,52197
1436,Moravskoslezský kraj,gynekologie a porodnictví,57004
1437,Moravskoslezský kraj,gynekologie a porodnictví,57231
1438,Moravskoslezský kraj,gynekologie a porodnictví,57233
1439,Moravskoslezský kraj,gynekologie a porodnictví,57244
1440,Moravskoslezský kraj,gynekologie a porodnictví,57260
1441,Moravskoslezský kraj,gynekologie a porodnictví,57262
1442,Moravskoslezský kraj,gynekologie a porodnictví,57306
1443,Moravskoslezský kraj,gynekologie a porodnictví,58403
1444,Moravskoslezský kraj,gynekologie a porodnictví,58428
1445,Moravskoslezský kraj,gynekologie a porodnictví,58433
1446,Moravskoslezský kraj,gynekologie a porodnictví,58472
1447,Moravskoslezský kraj,gynekologie a porodnictví,58492
1448,Středočeský kraj,urologie,28051
1449,Středočeský kraj,urologie,34573
1450,Středočeský kraj,urologie,41782
1451,Středočeský kraj,urologie,41820
1452,Středočeský kraj,urologie,58291
1453,Středočeský kraj,gynekologie a porodnictví,271
1454,Středočeský kraj,gynekologie a porodnictví,1720
1455,Středočeský kraj,gynekologie a porodnictví,1840
1456,Středočeský kraj,gynekologie a porodnictví,1849
1457,Středočeský kraj,gynekologie a porodnictví,4405
1458,Středočeský kraj,gynekologie a porodnictví,10855
1459,Středočeský kraj,gynekologie a porodnictví,15275
1460,Středočeský kraj,gynekologie a porodnictví,20930
1461,Středočeský kraj,gynekologie a porodnictví,22595
1462,Středočeský kraj,gynekologie a porodnictví,26463
1463,Středočeský kraj,gynekologie a porodnictví,31038
1464,Středočeský kraj,gynekologie a porodnictví,31306
1465,Středočeský kraj,gynekologie a porodnictví,31874
1466,Středočeský kraj,gynekologie a porodnictví,31875
1467,Středočeský kraj,gynekologie a porodnictví,33088
1468,Středočeský kraj,gynekologie a porodnictví,33269
1469,Středočeský kraj,gynekologie a porodnictví,34357
1470,Středočeský kraj,gynekologie a porodnictví,35982
1471,Středočeský kraj,gynekologie a porodnictví,39602
1472,Středočeský kraj,gynekologie a porodnictví,40244
1473,Středočeský kraj,gynekologie a porodnictví,41541
1474,Středočeský kraj,gynekologie a porodnictví,41761
1475,Středočeský kraj,gynekologie a porodnictví,41813
1476,Středočeský kraj,gynekologie a porodnictví,51575
1477,Středočeský kraj,gynekologie a porodnictví,51606
1478,Středočeský kraj,gynekologie a porodnictví,53773
1479,Středočeský kraj,gynekologie a porodnictví,55479
1480,Středočeský kraj,gynekologie a porodnictví,55484
1481,Středočeský kraj,gynekologie a porodnictví,57356
1482,Středočeský kraj,gynekologie a porodnictví,58273
1483,Středočeský kraj,gynekologie a porodnictví,58277
1484,Středočeský kraj,gynekologie a porodnictví,58298
1485,Plzeňský kraj,urologie,28208
1486,Plzeňský kraj,urologie,28209
1487,Plzeňský kraj,urologie,37972
1488,Plzeňský kraj,urologie,37973
1489,Plzeňský kraj,urologie,37974
1490,Plzeňský kraj,urologie,44110
1491,Plzeňský kraj,gynekologie a porodnictví,2428
1492,Plzeňský kraj,gynekologie a porodnictví,5887
1493,Plzeňský kraj,gynekologie a porodnictví,8839
1494,Plzeňský kraj,gynekologie a porodnictví,8840
1495,Plzeňský kraj,gynekologie a porodnictví,8841
1496,Plzeňský kraj,gynekologie a porodnictví,19781
1497,Plzeňský kraj,gynekologie a porodnictví,28176
1498,Plzeňský kraj,gynekologie a porodnictví,28177
1499,Plzeňský kraj,gynekologie a porodnictví,28178
1500,Plzeňský kraj,gynekologie a porodnictví,33637
1501,Plzeňský kraj,gynekologie a porodnictví,34433
1502,Plzeňský kraj,gynekologie a porodnictví,34628
1503,Plzeňský kraj,gynekologie a porodnictví,44111
1504,Plzeňský kraj,gynekologie a porodnictví,44135
1505,Plzeňský kraj,gynekologie a porodnictví,51020
1506,Plzeňský kraj,gynekologie a porodnictví,51021
1507,Plzeňský kraj,gynekologie a porodnictví,51022
1508,Plzeňský kraj,gynekologie a porodnictví,51023
1509,Plzeňský kraj,gynekologie a porodnictví,52287
1510,Plzeňský kraj,gynekologie a porodnictví,52288
1511,Plzeňský kraj,gynekologie a porodnictví,52289
1512,Plzeňský kraj,gynekologie a porodnictví,52290
1513,Plzeňský kraj,gynekologie a porodnictví,56898
1514,Středočeský kraj,urologie,13454
1515,Středočeský kraj,urologie,21485
1516,Středočeský kraj,urologie,23508
1517,Středočeský kraj,urologie,41895
1518,Středočeský kraj,urologie,41944
1519,Středočeský kraj,urologie,41960
1520,Středočeský kraj,gynekologie a porodnictví,702
1521,Středočeský kraj,gynekologie a porodnictví,703
1522,Středočeský kraj,gynekologie a porodnictví,10466
1523,Středočeský kraj,gynekologie a porodnictví,13451
1524,Středočeský kraj,gynekologie a porodnictví,13456
1525,Středočeský kraj,gynekologie a porodnictví,20899
1526,Středočeský kraj,gynekologie a porodnictví,23594
1527,Středočeský kraj,gynekologie a porodnictví,24160
1528,Středočeský kraj,gynekologie a porodnictví,24161
1529,Středočeský kraj,gynekologie a porodnictví,28592
1530,Středočeský kraj,gynekologie a porodnictví,36765
1531,Středočeský kraj,gynekologie a porodnictví,41894
1532,Středočeský kraj,gynekologie a porodnictví,41942
1533,Středočeský kraj,gynekologie a porodnictví,41952
1534,Středočeský kraj,gynekologie a porodnictví,44840
1535,Středočeský kraj,gynekologie a porodnictví,45834
1536,Středočeský kraj,gynekologie a porodnictví,46412
1537,Středočeský kraj,gynekologie a porodnictví,48585
1538,Středočeský kraj,gynekologie a porodnictví,55537
1539,Středočeský kraj,gynekologie a porodnictví,55538
1540,Středočeský kraj,gynekologie a porodnictví,55539
1541,Zlínský kraj,urologie,5709
1542,Zlínský kraj,urologie,11905
1543,Zlínský kraj,urologie,17581
1544,Zlínský kraj,urologie,41236
1545,Zlínský kraj,urologie,52911
1546,Zlínský kraj,urologie,52913
1547,Zlínský kraj,gynekologie a porodnictví,15296
1548,Zlínský kraj,gynekologie a porodnictví,15418
1549,Zlínský kraj,gynekologie a porodnictví,15608
1550,Zlínský kraj,gynekologie a porodnictví,15610
1551,Zlínský kraj,gynekologie a porodnictví,20956
1552,Zlínský kraj,gynekologie a porodnictví,21275
1553,Zlínský kraj,gynekologie a porodnictví,22130
1554,Zlínský kraj,gynekologie a porodnictví,23777
1555,Zlínský kraj,gynekologie a porodnictví,23778
1556,Zlínský kraj,gynekologie a porodnictví,26331
1557,Zlínský kraj,gynekologie a porodnictví,26337
1558,Zlínský kraj,gynekologie a porodnictví,26338
1559,Zlínský kraj,gynekologie a porodnictví,27738
1560,Zlínský kraj,gynekologie a porodnictví,28523
1561,Zlínský kraj,gynekologie a porodnictví,28535
1562,Zlínský kraj,gynekologie a porodnictví,30415
1563,Zlínský kraj,gynekologie a porodnictví,35857
1564,Zlínský kraj,gynekologie a porodnictví,41220
1565,Zlínský kraj,gynekologie a porodnictví,45699
1566,Zlínský kraj,gynekologie a porodnictví,45700
1567,Zlínský kraj,gynekologie a porodnictví,52857
1568,Zlínský kraj,gynekologie a porodnictví,54696
1569,Středočeský kraj,urologie,34831
1570,Středočeský kraj,urologie,34858
1571,Středočeský kraj,urologie,35783
1572,Středočeský kraj,urologie,58322
1573,Středočeský kraj,gynekologie a porodnictví,7202
1574,Středočeský kraj,gynekologie a porodnictví,10465
1575,Středočeský kraj,gynekologie a porodnictví,31021
1576,Středočeský kraj,gynekologie a porodnictví,33040
1577,Středočeský kraj,gynekologie a porodnictví,33041
1578,Středočeský kraj,gynekologie a porodnictví,35617
1579,Středočeský kraj,gynekologie a porodnictví,48549
1580,Středočeský kraj,gynekologie a porodnictví,51685
1581,Středočeský kraj,gynekologie a porodnictví,51686
1582,Středočeský kraj,gynekologie a porodnictví,51699
1583,Středočeský kraj,gynekologie a porodnictví,58309
1584,Středočeský kraj,gynekologie a porodnictví,58335
1585,Středočeský kraj,gynekologie a porodnictví,58338
1586,Liberecký kraj,urologie,3710
1587,Liberecký kraj,urologie,12072
1588,Liberecký kraj,urologie,16001
1589,Liberecký kraj,urologie,28932
1590,Liberecký kraj,urologie,39249
1591,Liberecký kraj,urologie,39297
1592,Liberecký kraj,urologie,39317
1593,Liberecký kraj,gynekologie a porodnictví,1497
1594,Liberecký kraj,gynekologie a porodnictví,3693
1595,Liberecký kraj,gynekologie a porodnictví,3696
1596,Liberecký kraj,gynekologie a porodnictví,3709
1597,Liberecký kraj,gynekologie a porodnictví,9565
1598,Liberecký kraj,gynekologie a porodnictví,11536
1599,Liberecký kraj,gynekologie a porodnictví,11537
1600,Liberecký kraj,gynekologie a porodnictví,15745
1601,Liberecký kraj,gynekologie a porodnictví,22396
1602,Liberecký kraj,gynekologie a porodnictví,22885
1603,Liberecký kraj,gynekologie a porodnictví,23604
1604,Liberecký kraj,gynekologie a porodnictví,24450
1605,Liberecký kraj,gynekologie a porodnictví,24451
1606,Liberecký kraj,gynekologie a porodnictví,26592
1607,Liberecký kraj,gynekologie a porodnictví,26593
1608,Liberecký kraj,gynekologie a porodnictví,27283
1609,Liberecký kraj,gynekologie a porodnictví,28852
1610,Liberecký kraj,gynekologie a porodnictví,28944
1611,Liberecký kraj,gynekologie a porodnictví,31295
1612,Liberecký kraj,gynekologie a porodnictví,31303
1613,Liberecký kraj,gynekologie a porodnictví,32492
1614,Liberecký kraj,gynekologie a porodnictví,32540
1615,Liberecký kraj,gynekologie a porodnictví,33956
1616,Liberecký kraj,gynekologie a porodnictví,35168
1617,Liberecký kraj,gynekologie a porodnictví,39273
1618,Liberecký kraj,gynekologie a porodnictví,39289
1619,Liberecký kraj,gynekologie a porodnictví,39301
1620,Liberecký kraj,gynekologie a porodnictví,42546
1621,Liberecký kraj,gynekologie a porodnictví,42754
1622,Liberecký kraj,gynekologie a porodnictví,55730
1623,Ústecký kraj,urologie,1216
1624,Ústecký kraj,urologie,1231
1625,Ústecký kraj,urologie,1242
1626,Ústecký kraj,urologie,1252
1627,Ústecký kraj,urologie,6054
1628,Ústecký kraj,urologie,33347
1629,Ústecký kraj,urologie,48220
1630,Ústecký kraj,urologie,48222
1631,Ústecký kraj,urologie,48223
1632,Ústecký kraj,gynekologie a porodnictví,1196
1633,Ústecký kraj,gynekologie a porodnictví,1222
1634,Ústecký kraj,gynekologie a porodnictví,1235
1635,Ústecký kraj,gynekologie a porodnictví,1246
1636,Ústecký kraj,gynekologie a porodnictví,2824
1637,Ústecký kraj,gynekologie a porodnictví,11116
1638,Ústecký kraj,gynekologie a porodnictví,16751
1639,Ústecký kraj,gynekologie a porodnictví,17550
1640,Ústecký kraj,gynekologie a porodnictví,20935
1641,Ústecký kraj,gynekologie a porodnictví,25766
1642,Ústecký kraj,gynekologie a porodnictví,25767
1643,Ústecký kraj,gynekologie a porodnictví,25769
1644,Ústecký kraj,gynekologie a porodnictví,28799
1645,Ústecký kraj,gynekologie a porodnictví,28800
1646,Ústecký kraj,gynekologie a porodnictví,32487
1647,Ústecký kraj,gynekologie a porodnictví,41527
1648,Ústecký kraj,gynekologie a porodnictví,41984
1649,Ústecký kraj,gynekologie a porodnictví,45548
1650,Ústecký kraj,gynekologie a porodnictví,55007
1651,Ústecký kraj,gynekologie a porodnictví,55014
1652,Ústecký kraj,gynekologie a porodnictví,55035
1653,Ústecký kraj,gynekologie a porodnictví,55036
1654,Ústecký kraj,gynekologie a porodnictví,55048
1655,Ústecký kraj,gynekologie a porodnictví,57480
1656,Ústecký kraj,gynekologie a porodnictví,57502
1657,Ústecký kraj,urologie,31650
1658,Ústecký kraj,urologie,31651
1659,Ústecký kraj,urologie,57819
1660,Ústecký kraj,gynekologie a porodnictví,11118
1661,Ústecký kraj,gynekologie a porodnictví,22377
1662,Ústecký kraj,gynekologie a porodnictví,23873
1663,Ústecký kraj,gynekologie a porodnictví,26947
1664,Ústecký kraj,gynekologie a porodnictví,26967
1665,Ústecký kraj,gynekologie a porodnictví,31510
1666,Ústecký kraj,gynekologie a porodnictví,35703
1667,Ústecký kraj,gynekologie a porodnictví,45880
1668,Ústecký kraj,gynekologie a porodnictví,45933
1669,Ústecký kraj,gynekologie a porodnictví,55077
1670,Ústecký kraj,gynekologie a porodnictví,57814
1671,Ústecký kraj,gynekologie a porodnictví,57827
1672,Ústecký kraj,gynekologie a porodnictví,57832
1673,Středočeský kraj,urologie,4379
1674,Středočeský kraj,urologie,12168
1675,Středočeský kraj,urologie,12169
1676,Středočeský kraj,urologie,17850
1677,Středočeský kraj,urologie,21240
1678,Středočeský kraj,urologie,36351
1679,Středočeský kraj,urologie,41692
1680,Středočeský kraj,urologie,41723
1681,Středočeský kraj,urologie,41724
1682,Středočeský kraj,gynekologie a porodnictví,17801
1683,Středočeský kraj,gynekologie a porodnictví,17802
1684,Středočeský kraj,gynekologie a porodnictví,17803
1685,Středočeský kraj,gynekologie a porodnictví,17804
1686,Středočeský kraj,gynekologie a porodnictví,18043
1687,Středočeský kraj,gynekologie a porodnictví,21564
1688,Středočeský kraj,gynekologie a porodnictví,24547
1689,Středočeský kraj,gynekologie a porodnictví,27262
1690,Středočeský kraj,gynekologie a porodnictví,28219
1691,Středočeský kraj,gynekologie a porodnictví,34880
1692,Středočeský kraj,gynekologie a porodnictví,36052
1693,Středočeský kraj,gynekologie a porodnictví,41684
1694,Středočeský kraj,gynekologie a porodnictví,41727
1695,Středočeský kraj,gynekologie a porodnictví,41728
1696,Středočeský kraj,gynekologie a porodnictví,51645
1697,Středočeský kraj,gynekologie a porodnictví,51646
1698,Středočeský kraj,gynekologie a porodnictví,51670
1699,Středočeský kraj,gynekologie a porodnictví,51671
1700,Středočeský kraj,gynekologie a porodnictví,60978
1701,Ústecký kraj,urologie,12200
1702,Ústecký kraj,urologie,31074
1703,Ústecký kraj,urologie,32278
1704,Ústecký kraj,urologie,38212
1705,Ústecký kraj,urologie,38219
1706,Ústecký kraj,urologie,38232
1707,Ústecký kraj,urologie,54200
1708,Ústecký kraj,urologie,54201
1709,Ústecký kraj,gynekologie a porodnictví,15239
1710,Ústecký kraj,gynekologie a porodnictví,15800
1711,Ústecký kraj,gynekologie a porodnictví,23882
1712,Ústecký kraj,gynekologie a porodnictví,25942
1713,Ústecký kraj,gynekologie a porodnictví,30890
1714,Ústecký kraj,gynekologie a porodnictví,31734
1715,Ústecký kraj,gynekologie a porodnictví,33164
1716,Ústecký kraj,gynekologie a porodnictví,33642
1717,Ústecký kraj,gynekologie a porodnictví,34349
1718,Ústecký kraj,gynekologie a porodnictví,38202
1719,Ústecký kraj,gynekologie a porodnictví,38218
1720,Ústecký kraj,gynekologie a porodnictví,38223
1721,Ústecký kraj,gynekologie a porodnictví,38240
1722,Ústecký kraj,gynekologie a porodnictví,41514
1723,Ústecký kraj,gynekologie a porodnictví,44473
1724,Ústecký kraj,gynekologie a porodnictví,48421
1725,Ústecký kraj,gynekologie a porodnictví,54175
1726,Ústecký kraj,gynekologie a porodnictví,54176
1727,Ústecký kraj,gynekologie a porodnictví,54182
1728,Ústecký kraj,gynekologie a porodnictví,54209
1729,Ústecký kraj,gynekologie a porodnictví,54212
1730,Ústecký kraj,gynekologie a porodnictví,54213
1731,Ústecký kraj,gynekologie a porodnictví,54214
1732,Ústecký kraj,gynekologie a porodnictví,54220
1733,Ústecký kraj,gynekologie a porodnictví,56986
1734,Ústecký kraj,gynekologie a porodnictví,56987
1735,Středočeský kraj,urologie,5549
1736,Středočeský kraj,urologie,11150
1737,Středočeský kraj,urologie,35721
1738,Středočeský kraj,urologie,37909
1739,Středočeský kraj,urologie,37929
1740,Středočeský kraj,urologie,50579
1741,Středočeský kraj,urologie,57745
1742,Středočeský kraj,gynekologie a porodnictví,11148
1743,Středočeský kraj,gynekologie a porodnictví,17639
1744,Středočeský kraj,gynekologie a porodnictví,18482
1745,Středočeský kraj,gynekologie a porodnictví,18483
1746,Středočeský kraj,gynekologie a porodnictví,26563
1747,Středočeský kraj,gynekologie a porodnictví,31891
1748,Středočeský kraj,gynekologie a porodnictví,32914
1749,Středočeský kraj,gynekologie a porodnictví,33193
1750,Středočeský kraj,gynekologie a porodnictví,37902
1751,Středočeský kraj,gynekologie a porodnictví,37932
1752,Středočeský kraj,gynekologie a porodnictví,37945
1753,Středočeský kraj,gynekologie a porodnictví,40415
1754,Středočeský kraj,gynekologie a porodnictví,50568
1755,Středočeský kraj,gynekologie a porodnictví,54633
1756,Středočeský kraj,gynekologie a porodnictví,54634
1757,Středočeský kraj,gynekologie a porodnictví,57742
1758,Středočeský kraj,gynekologie a porodnictví,57759
1759,Moravskoslezský kraj,urologie,12618
1760,Moravskoslezský kraj,urologie,17337
1761,Moravskoslezský kraj,urologie,17733
1762,Moravskoslezský kraj,urologie,30040
1763,Moravskoslezský kraj,urologie,30050
1764,Moravskoslezský kraj,urologie,30057
1765,Moravskoslezský kraj,urologie,30069
1766,Moravskoslezský kraj,urologie,45844
1767,Moravskoslezský kraj,urologie,46598
1768,Moravskoslezský kraj,gynekologie a porodnictví,1653
1769,Moravskoslezský kraj,gynekologie a porodnictví,2549
1770,Moravskoslezský kraj,gynekologie a porodnictví,16586
1771,Moravskoslezský kraj,gynekologie a porodnictví,16703
1772,Moravskoslezský kraj,gynekologie a porodnictví,16704
1773,Moravskoslezský kraj,gynekologie a porodnictví,17624
1774,Moravskoslezský kraj,gynekologie a porodnictví,24564
1775,Moravskoslezský kraj,gynekologie a porodnictví,24569
1776,Moravskoslezský kraj,gynekologie a porodnictví,26326
1777,Moravskoslezský kraj,gynekologie a porodnictví,26327
1778,Moravskoslezský kraj,gynekologie a porodnictví,27068
1779,Moravskoslezský kraj,gynekologie a porodnictví,28466
1780,Moravskoslezský kraj,gynekologie a porodnictví,30019
1781,Moravskoslezský kraj,gynekologie a porodnictví,30047
1782,Moravskoslezský kraj,gynekologie a porodnictví,30058
1783,Moravskoslezský kraj,gynekologie a porodnictví,30060
1784,Moravskoslezský kraj,gynekologie a porodnictví,31410
1785,Moravskoslezský kraj,gynekologie a porodnictví,32225
1786,Moravskoslezský kraj,gynekologie a porodnictví,40591
1787,Moravskoslezský kraj,gynekologie a porodnictví,41663
1788,Moravskoslezský kraj,gynekologie a porodnictví,50416
1789,Moravskoslezský kraj,gynekologie a porodnictví,50417
1790,Moravskoslezský kraj,gynekologie a porodnictví,50442
1791,Moravskoslezský kraj,gynekologie a porodnictví,51452
1792,Středočeský kraj,urologie,10055
1793,Středočeský kraj,urologie,13864
1794,Středočeský kraj,urologie,34140
1795,Středočeský kraj,urologie,37793
1796,Středočeský kraj,urologie,40232
1797,Středočeský kraj,urologie,45585
1798,Středočeský kraj,urologie,45789
1799,Středočeský kraj,gynekologie a porodnictví,20777
1800,Středočeský kraj,gynekologie a porodnictví,20932
1801,Středočeský kraj,gynekologie a porodnictví,20933
1802,Středočeský kraj,gynekologie a porodnictví,27846
1803,Středočeský kraj,gynekologie a porodnictví,28025
1804,Středočeský kraj,gynekologie a porodnictví,28168
1805,Středočeský kraj,gynekologie a porodnictví,30645
1806,Středočeský kraj,gynekologie a porodnictví,30751
1807,Středočeský kraj,gynekologie a porodnictví,36114
1808,Středočeský kraj,gynekologie a porodnictví,36116
1809,Středočeský kraj,gynekologie a porodnictví,36124
1810,Středočeský kraj,gynekologie a porodnictví,36141
1811,Středočeský kraj,gynekologie a porodnictví,37049
1812,Středočeský kraj,gynekologie a porodnictví,37794
1813,Středočeský kraj,gynekologie a porodnictví,51293
1814,Středočeský kraj,gynekologie a porodnictví,51294
1815,Středočeský kraj,gynekologie a porodnictví,53825
1816,Středočeský kraj,gynekologie a porodnictví,53826
1817,Středočeský kraj,gynekologie a porodnictví,53828
1818,Královéhradecký kraj,urologie,1089
1819,Královéhradecký kraj,urologie,1766
1820,Královéhradecký kraj,urologie,12115
1821,Královéhradecký kraj,urologie,35918
1822,Královéhradecký kraj,urologie,35919
1823,Královéhradecký kraj,urologie,43895
1824,Královéhradecký kraj,urologie,43896
1825,Královéhradecký kraj,gynekologie a porodnictví,3039
1826,Královéhradecký kraj,gynekologie a porodnictví,4082
1827,Královéhradecký kraj,gynekologie a porodnictví,13389
1828,Královéhradecký kraj,gynekologie a porodnictví,16692
1829,Královéhradecký kraj,gynekologie a porodnictví,16693
1830,Královéhradecký kraj,gynekologie a porodnictví,19886
1831,Královéhradecký kraj,gynekologie a porodnictví,19888
1832,Královéhradecký kraj,gynekologie a porodnictví,28810
1833,Královéhradecký kraj,gynekologie a porodnictví,32622
1834,Královéhradecký kraj,gynekologie a porodnictví,33941
1835,Královéhradecký kraj,gynekologie a porodnictví,34219
1836,Královéhradecký kraj,gynekologie a porodnictví,40858
1837,Královéhradecký kraj,gynekologie a porodnictví,42967
1838,Královéhradecký kraj,gynekologie a porodnictví,43918
1839,Královéhradecký kraj,gynekologie a porodnictví,43920
1840,Královéhradecký kraj,gynekologie a porodnictví,45853
1841,Olomoucký kraj,urologie,949
1842,Olomoucký kraj,urologie,5651
1843,Olomoucký kraj,urologie,5652
1844,Olomoucký kraj,urologie,6014
1845,Olomoucký kraj,urologie,15989
1846,Olomoucký kraj,urologie,16495
1847,Olomoucký kraj,urologie,18130
1848,Olomoucký kraj,urologie,22275
1849,Olomoucký kraj,urologie,26030
1850,Olomoucký kraj,urologie,34563
1851,Olomoucký kraj,urologie,34742
1852,Olomoucký kraj,urologie,35045
1853,Olomoucký kraj,urologie,35394
1854,Olomoucký kraj,urologie,36209
1855,Olomoucký kraj,urologie,37253
1856,Olomoucký kraj,urologie,38930
1857,Olomoucký kraj,urologie,44984
1858,Olomoucký kraj,urologie,45624
1859,Olomoucký kraj,urologie,47774
1860,Olomoucký kraj,urologie,49970
1861,Olomoucký kraj,urologie,55556
1862,Olomoucký kraj,urologie,56308
1863,Olomoucký kraj,urologie,60679
1864,Olomoucký kraj,urologie,60741
1865,Olomoucký kraj,gynekologie a porodnictví,470
1866,Olomoucký kraj,gynekologie a porodnictví,5647
1867,Olomoucký kraj,gynekologie a porodnictví,5648
1868,Olomoucký kraj,gynekologie a porodnictví,5907
1869,Olomoucký kraj,gynekologie a porodnictví,10667
1870,Olomoucký kraj,gynekologie a porodnictví,11847
1871,Olomoucký kraj,gynekologie a porodnictví,14625
1872,Olomoucký kraj,gynekologie a porodnictví,15041
1873,Olomoucký kraj,gynekologie a porodnictví,16492
1874,Olomoucký kraj,gynekologie a porodnictví,16727
1875,Olomoucký kraj,gynekologie a porodnictví,17451
